area,ciudad,conglomerado,vivienda,hogar,estrato4,fexp4,sel,upm,id_hogar,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3,s101p3a,s101p3b,s101p4,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5c,s101p5d,s101p5e,s101p5f,s101p5g,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p8,s101p9a,s101p9b,s101p9c,s101p9d,s101p10,s101p111,s101p11111,s101p112,s101p11112,s101p113,s101p11113,s101p114,s101p11114,s101p115,s101p11115,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p127,s101p13,s101p141,s101p142,s101p143,s101p144,s101p151,s101p152,s101p153,s101p154,s101p155,s101p156,s101p157,s101p158,s101p159,s101p1510,s101p1511,s101p16,s101p161,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183,S12P9,S12P13,S12P16,S12P16C,P1,NACIONAL,ciudad_num,P12,P14
1,090153,000502,03,1,3111,1595.55798339844,1,090153000502,090153000502031,2,2,2,2,2,2,3,3,3,3,3,8,2, , ,1,4,4,0,8,3,8,3,3,3,8,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,3,1,1,2,1,2, , , , , , , , , , ,2,1,1,2,2,1,1,3,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2, ,5,4,5,4,5,1,4,5,5,1,3,1,1,2,1,90153,1,2
1,090153,000502,05,1,3111,1595.55798339844,1,090153000502,090153000502051,2,2,1,2,2,2,3,3,7,3,3,3,1,1,0,1,4,4,0,3,3,2,3,3,3,8,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,3,1,2,2,1,2, , , , , , , , , , ,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2, ,5,4,5,3,5,2,5,4,5,1,2,1,1,1,1,90153,1,2
1,090153,000502,07,1,3111,1595.55798339844,1,090153000502,090153000502071,2,1,1,1,2,2,3,1,1,1,8,8,1,4,0,1,7,7,0,3,3,1,8,3,3,8,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,3,2,4,4,2,2, , , , , , , , , , ,1,1,1,1,1,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,1,5,5,1,2,1,1,1,1,90153,1,2
1,090153,000502,09,1,3111,1595.55798339844,1,090153000502,090153000502091,2,2,2,2,2,2,3,3,3,8,8,8,1,2,0,1,4,4,0,3,3,8,8,3,3,8,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,3,1,1,1,2,2, , , , , , , , , , ,1,1,2,2,2,1,1,4,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2, ,1,1,1,1,1,1,1,5,5,1,2,1,1,2,1,90153,1,2
1,090153,000502,11,1,3111,1595.55798339844,1,090153000502,090153000502111,2,2,1,2,2,2,3,3,1,8,8,8,1,4,0,1,4,4,0,3,3,8,8,3,3,8,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,1,1,1,1,1,2,1,5,5,1,2,1,1,1,1,90153,1,2
2,090153,900201,03,1,3121,1891.94091796875,1,090153900201,090153900201031,2,2,1,2,2,2,3,3,7,3,3,3,1,2,0,1,3,3,0,3,3,3,3,3,3,3,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,1,2, ,2, ,2, ,2, ,1,20,2,2,2,2,2,2,2,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,5,5,5,2,4,4,5,1,2,1,2,1,1,90153,2,2
2,090153,900201,05,1,3121,1891.94091796875,1,090153900201,090153900201051,2,2,1,2,2,2,3,3,2,3,3,3,1,2,0,1,5,5,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,2,1,1,1,2,3,1,5,2,1,1,2, ,2, ,2, ,2, ,1,20,2,2,1,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,1,5,5,1,2,4,4,1,1,90153,1,2
2,090153,900201,07,1,3121,1891.94091796875,1,090153900201,090153900201071,2,2,1,2,2,2,3,3,1,8,8,3,1,10,1,1,8,8,0,3,3,8,8,3,3,8,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,5,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,5,5,1,2,1,1,1,1,90153,1,1
2,090153,900201,11,1,3121,1891.94091796875,1,090153900201,090153900201111,2,1,1,2,2,2,3,2,1,3,3,3,1,2,0,1,2,0,0,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,2,2,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,1,2,2,5,1,2,1,1,1,1,90153,1,1
2,090153,900201,15,1,3121,1891.94091796875,1,090153900201,090153900201151,2,2,2,2,2,2,3,3,3,3,3,3,2, , ,1,4,4,0,8,3,3,3,7,3,8,2,3,3,3,3,3,3,3,1,1,2,2,2,2,2,3,1,2,2,1,2, , , , , , , , , , ,2,1,2,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,3,5,5,3,4,5,1,5,5,1,2,4,4,2,1,90153,1,2
2,090158,900801,01,1,3121,2086.99682617188,1,090158900801,090158900801011,1,1,1,1,1,1,6,1,1,1,1,1,1,5,5,1,6,4,2,1,1,8,8,1,1,8,2,3,3,3,3,3,3,3,1,1,2,1,1,1,2,3,1,1,1,1,1,2, ,2, ,1,30,2, ,2, ,2,2,2,2,2,2,2,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,5,5,1,3,5,4,1,1,90158,2,2
2,090158,900801,05,1,3121,2086.99682617188,1,090158900801,090158900801051,2,2,2,2,2,2,3,3,3,8,8,8,2, , ,1,4,4,0,8,3,8,8,3,8,8,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,1,2,2,1,2,2,5,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,1,4,4,1,2,1,1,2,1,90158,1,1
2,090158,900801,07,1,3121,2086.99682617188,1,090158900801,090158900801071,1,1,1,2,1,2,1,1,1,8,1,8,2, , ,1,6,6,0,8,3,3,8,1,8,8,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,3,2,2,2,2,1,2, ,2, ,2, ,2, ,1,40,1,1,2,2,1,2,2,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,5,3,3,5,5,1,4,1,2,1,2,1,1,1,1,90158,1,1
2,090158,900801,15,1,3121,2086.99682617188,1,090158900801,090158900801151,2,2,2,2,2,2,3,3,3,3,3,3,2, , ,1,1,1,0,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,1,2,2,2,2,2,3,1,2,2,1,2, , , , , , , , , , ,2,1,2,2,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,4,4,4,4,2,4,4,5,1,5,5,4,2,1,90158,1,2
1,090250,000402,01,1,0911,1445.55969238281,1,090250000402,090250000402011,2,2,2,2,2,2,3,3,3,8,8,8,1,6,0,1,8,8,0,3,3,8,8,8,8,3,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,3,1,2,2,1,1,2, ,2, ,2, ,2, ,1,4,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,3,5,4,5,4,5,1,4,5,4,1,2,3,2,2,1,90250,2,2
1,090250,000402,03,1,0911,1445.55969238281,1,090250000402,090250000402031,1,1,1,2,2,2,2,2,2,3,3,8,1,2,0,1,10,10,0,3,3,3,3,3,8,8,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,3,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,1,2,3,1,1,1,90250,1,2
1,090250,000402,05,1,0911,1445.55969238281,1,090250000402,090250000402051,2,2,2,2,2,2,3,3,3,8,8,8,1,10,1,1,6,6,0,3,3,8,3,3,8,8,2,2,1,1,1,2,1,2,1,1,2,2,1,1,2,3,1,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,5,4,4,5,5,1,5,5,5,1,3,3,1,2,1,90250,2,1
1,090250,000402,07,1,0911,1445.55969238281,1,090250000402,090250000402071,2,2,2,2,2,2,3,3,3,3,8,8,2, , ,1,4,4,0,3,3,8,3,3,8,8,1,2,1,2,2,2,2,2,1,1,2,1,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,3,5,5,3,5,5,3,3,3,5,1,2,3,1,2,1,90250,1,2
1,090250,000402,09,1,0911,1445.55969238281,1,090250000402,090250000402091,2,2,2,2,2,2,3,3,3,3,8,8,1,6,0,1,3,3,0,3,3,3,3,3,8,8,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,1,2, ,2, ,2, ,2, ,1,20,2,1,1,2,2,2,1,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,1,2,3,1,2,1,90250,1,1
1,090250,000402,11,1,0911,1445.55969238281,1,090250000402,090250000402111,2,2,2,2,2,2,3,3,3,3,8,8,1,2,0,1,3,3,0,3,3,8,3,3,3,8,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3,2,5,5,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,3,5,5,3,5,5,3,3,3,5,1,2,3,1,2,1,90250,1,2
1,090250,000702,01,1,0911,1400.38598632813,1,090250000702,090250000702011,2,1,1,2,2,2,3,2,2,8,8,8,1,3,0,1,3,3,0,3,2,8,3,8,8,8,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,3,3,2,2,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,4,5,4,4,4,1,1,1,3,1,2,3,1,1,1,90250,2,2
1,090250,000702,03,1,0911,1400.38598632813,1,090250000702,090250000702031,2,2,2,2,2,2,3,3,3,3,8,8,1,2,0,1,1,1,0,3,3,8,3,8,3,8,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,2,2,1,2, , , , , , , , , , ,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,3,4,3,5,5,5,3,3,3,5,1,2,3,2,2,1,90250,1,2
1,090250,000702,05,1,0911,1400.38598632813,1,090250000702,090250000702051,2,1,1,2,1,2,3,2,2,8,2,8,1,4,0,1,8,8,0,8,2,8,3,8,8,8,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,3,1,2,1,2,2, , , , , , , , , , ,2,2,2,1,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,1,3,3,2,1,1,90250,1,2
1,090250,000702,07,1,0911,1400.38598632813,1,090250000702,090250000702071,2,2,2,2,2,2,3,3,3,3,8,8,1,1,0,1,1,0,0,3,3,8,3,8,8,8,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,1,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,4,5,4,4,5,4,1,1,3,2,2,1,90250,1,2
1,090250,000702,09,1,0911,1400.38598632813,1,090250000702,090250000702091,2,2,2,2,2,2,3,3,3,3,8,8,1,10,0,1,11,11,0,3,3,3,3,3,8,8,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,1,1,1,1,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,5,5,5,1,2,5,2,2,1,90250,1,2
1,090250,001605,01,1,0911,762.306884765625,1,090250001605,090250001605011,2,2,2,2,2,2,3,3,3,3,8,8,1,2,0,1,2,2,0,3,3,3,3,3,8,8,2,1,1,1,2,2,2,2,1,1,2,1,1,2,1,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,5,5,5,1,1,1,1,2,1,90250,2,2
1,090250,001605,03,1,0911,762.306884765625,1,090250001605,090250001605031,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,4,4,0,3,3,3,3,3,3,8,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,1,1,2,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,3,3,3,3,3,3,99,3,3,1,2,1,1,2,1,90250,1,2
1,090250,001605,07,1,0911,762.306884765625,1,090250001605,090250001605071,1,2,2,2,2,2,6,3,3,3,3,3,1,4,0,1,7,7,0,3,2,3,3,3,3,8,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,1,1,2,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,1,90250,1,2
1,090250,001605,11,1,0911,762.306884765625,1,090250001605,090250001605111,2,2,2,2,2,2,3,3,3,3,3,8,1,2,2,1,2,2,0,3,3,3,3,3,3,8,2,3,3,3,3,3,3,3,1,1,2,1,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,5,5,5,1,2,5,4,2,1,90250,2,2
1,090250,001605,13,1,0911,762.306884765625,1,090250001605,090250001605131,1,2,2,2,2,2,6,4,4,3,3,3,1,2,0,1,5,5,0,3,3,3,3,3,3,3,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,3,1,1,1,1,1,2, ,2, ,2, ,2, ,1,8,2,1,2,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,3,3,3,3,1,2,1,1,1,1,90250,1,1
1,090250,001605,15,1,0911,762.306884765625,1,090250001605,090250001605151,2,2,2,2,2,2,3,3,3,3,3,3,1,4,0,1,7,7,0,3,3,3,3,3,3,3,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,3,1,5,5,1,2, , , , , , , , , , ,2,1,1,2,1,2,2,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,1,5,5,5,1,2,1,1,2,1,90250,1,1
2,090250,903901,03,1,0923,2054.69189453125,1,090250903901,090250903901031,2,2,2,2,2,2,4,4,4,8,8,8,1,2,0,1,3,3,0,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,1,2, ,2, ,2, ,2, ,1, ,2,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,4,3,3,3,3,1,2,3,2,2,1,90250,1,1
2,090250,903901,05,1,0923,2054.69189453125,1,090250903901,090250903901051,1,2,2,2,2,2,6,3,3,3,3,3,1,2,0,1,5,5,0,3,4,4,4,3,3,8,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,1,2,1,1,1,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2, ,3,3,3,3,3,3,3,3,3,1,2,5,2,1,1,90250,1,1
2,090250,903901,07,1,0923,2054.69189453125,1,090250903901,090250903901071,2,2,2,2,2,2,4,4,4,4,4,4,1,4,0,1,6,6,0,3,3,7,3,3,3,8,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,5,5,5,1,2,3,2,2,1,90250,1,1
2,090250,903901,09,1,0923,2054.69189453125,1,090250903901,090250903901091,2,2,2,2,2,2,4,4,4,8,8,8,1,2,0,1,3,3,0,3,3,8,3,3,3,8,2,3,3,3,3,3,3,3,1,1,2,1,1,1,3,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,4,4,4,4,5,4,4,1,2,5,4,2,1,90250,2,2
2,090250,903901,11,1,0923,2054.69189453125,1,090250903901,090250903901111,2,2,2,2,2,2,4,4,4,8,8,8,2, , ,1,2,2,0,3,3,8,3,3,3,8,2,3,3,3,3,3,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,5,5,4,5,4,4,1,3,5,4,2,1,90250,2,2
2,090250,903901,15,1,0923,2054.69189453125,1,090250903901,090250903901151,2,2,2,2,2,2,4,4,4,8,8,8,2, , ,1,3,0,0,4,4,8,8,8,8,8,2,3,3,3,3,3,3,3,1,1,2,1,1,2,1,3,1,1,1,1,2, , , , , , , , , , ,2,1,2,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,2,3,3,3,1,3,5,4,2,1,90250,1,1
1,090450,002205,01,1,0911,1626.25463867188,1,090450002205,090450002205011,2,2,2,2,2,2,3,3,3,3,3,3,2, , ,1,5,5,0,8,3,8,3,3,3,8,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,2, ,2, ,2, ,2, ,1,20,1,1,1,1,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,4,4,4,1,1,1,1,2,1,90450,1,2
1,090450,002205,03,1,0911,1626.25463867188,1,090450002205,090450002205031,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,4,4,0,3,7,8,3,3,3,8,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,1,5,3,1,2,1,1,2,1,90450,1,2
1,090450,002205,05,1,0911,1626.25463867188,1,090450002205,090450002205051,2,2,2,2,2,2,3,3,3,3,3,3,1,3,0,1,5,5,0,3,8,8,3,3,3,8,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,3,1,2,2,1,2, , , , , , , , , , ,2,1,1,1,1,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,4,4,4,5,4,4,5,1,1,1,1,2,1,90450,1,2
1,090450,002205,07,1,0911,1626.25463867188,1,090450002205,090450002205071,2,2,2,2,2,2,3,3,3,3,3,3,1,3,0,1,5,5,0,3,3,3,3,3,3,8,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2, , , , , , , , , , ,2,1,1,1,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,2,5,5,5,1,1,1,1,2,1,90450,1,2
1,090450,003202,01,1,0911,1264.86474609375,1,090450003202,090450003202011,2,2,2,2,2,2,3,3,3,3,3,3,2, , ,1,2,2,0,8,8,3,3,3,3,8,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,1,2,1,1,2,1,90450,1,2
1,090450,003202,03,1,0911,1264.86474609375,1,090450003202,090450003202031,2,2,1,2,2,2,3,3,2,3,8,3,1,1,0,1,2,2,0,3,8,8,3,3,3,8,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,2,2,1,2, , , , , , , , , , ,2,1,2,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2, ,5,5,5,5,4,5,4,5,5,1,2,1,1,1,1,90450,1,1
1,090450,003202,05,1,0911,1264.86474609375,1,090450003202,090450003202051,2,2,2,2,2,2,5,5,5,5,5,5,1,2,0,1,3,3,0,5,5,8,5,5,8,8,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2, ,2, ,2, ,2, ,1,7,1,1,1,1,1,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,4,4,4,1,3,1,1,2,1,90450,1,2
1,090450,003202,11,1,0911,1264.86474609375,1,090450003202,090450003202111,2,2,2,2,2,2,3,3,3,3,3,3,1,1,0,1,1,1,0,3,3,8,3,3,3,8,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,3,1,1,1,1,2, , , , , , , , , , ,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,2,5,5,5,1,1,1,2,2,1,90450,1,1
1,090450,003202,15,1,0911,1264.86474609375,1,090450003202,090450003202151,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,1,1,0,3,5,8,3,3,3,8,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,1,1,2,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,5,5,5,1,2,1,1,2,1,90450,1,2
1,090450,003308,01,1,0911,1626.25463867188,1,090450003308,090450003308011,2,2,2,2,2,2,4,4,4,4,4,4,1,2,0,1,3,3,0,4,4,8,4,4,4,8,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,3,1,2,2,1,2, , , , , , , , , , ,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,4,5,4,1,2,1,2,2,1,90450,1,1
1,090450,003308,05,1,0911,1626.25463867188,1,090450003308,090450003308051,1,2,1,2,1,2,6,3,1,3,7,3,1,2,0,1,3,3,0,3,3,1,3,3,3,8,1,1,1,2,2,2,3,3,1,1,2,2,1,2,2,3,6,5,5,1,2, , , , , , , , , , ,2,1,2,1,2,2,2,4,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2, ,5,1,3,1,1,5,4,5,5,1,4,1,2,1,1,90450,1,2
1,090450,003308,07,1,0911,1626.25463867188,1,090450003308,090450003308071,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,3,3,0,3,3,3,3,3,3,8,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,3,6,1,1,2,2, , , , , , , , , , ,1,2,1,2,2,2,1,4,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2, ,5,5,4,5,5,5,4,5,5,1,2,1,2,2,1,90450,1,2
1,090450,003308,09,1,0911,1626.25463867188,1,090450003308,090450003308091,2,2,2,2,2,2,3,3,3,3,8,3,2, , ,1,2,2,0,8,8,8,3,3,3,8,1,1,2,2,1,2,2,2,1,1,2,2,1,2,2,3,1,2,2,1,2, , , , , , , , , , ,2,2,1,1,1,2,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,5,5,5,4,4,5,4,1,2,1,2,2,1,90450,1,2
1,090450,003308,11,1,0911,1626.25463867188,1,090450003308,090450003308111,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,4,4,0,3,3,3,3,3,3,3,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2, , , , , , , , , , ,1,1,1,1,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,3,3,3,5,5,1,4,4,3,1,1,1,2,2,1,90450,1,2
1,090650,005314,01,1,0913,429.180358886719,1,090650005314,090650005314011,2,2,2,2,2,2,3,3,3,3,3,8,1,2,0,1,8,8,0,3,3,3,3,3,3,8,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,3,1,5,5,2,1,2, ,2, ,2, ,2, ,1,80,1,1,1,1,1,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,2,1,90650,1,2
1,090650,005314,03,1,0913,429.180358886719,1,090650005314,090650005314031,2,1,1,2,2,2,3,1,1,3,3,8,1,30,30,1,24,24,0,1,8,8,5,3,8,3,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,3,2,2,5,2,1,2, ,2, ,1,120,2, ,1,40,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,2,5,5,1,1,1,1,1,1,90650,2,2
1,090650,005314,05,1,0913,429.180358886719,1,090650005314,090650005314051,2,2,2,2,2,2,3,3,3,3,3,8,1,2,0,1,9,8,1,3,3,3,3,3,3,8,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,3,1,5,5,1,1,2, ,2, ,2, ,2, ,1,70,1,1,1,1,1,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,1,5,1,5,1,1,1,1,2,1,90650,1,2
1,090650,005314,07,1,0913,429.180358886719,1,090650005314,090650005314071,2,2,2,2,2,2,3,3,3,3,3,8,1,3,0,1,7,7,0,3,3,3,3,3,3,3,2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,3,1,2,5,2,1,2, ,2, ,2, ,2, ,1,75,1,1,1,1,1,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,5,5,5,1,1,1,1,2,1,90650,1,2
1,090650,007001,05,1,0913,345.830657958984,1,090650007001,090650007001051,1,2,1,2,2,2,6,3,1,3,3,3,1,6,0,1,10,10,0,8,3,8,3,3,1,8,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,3,1,1,1,4,1,2, ,2, ,2, ,2, ,1,120,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,1,1,5,5,1,1,1,1,1,1,90650,2,2
1,090650,007001,09,1,0913,345.830657958984,1,090650007001,090650007001091,2,1,1,2,2,2,3,2,2,3,3,8,1,14,0,1,12,8,0,3,8,8,5,3,8,8,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,3,1,2,1,2,1,2, ,2, ,2, ,2, ,1,60,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2, ,3,4,3,1,2,3,4,3,4,1,1,1,1,1,1,90650,2,2
1,090650,007001,11,1,0913,345.830657958984,1,090650007001,090650007001111,1,2,2,1,1,1,3,3,3,3,3,3,1,6,0,1,14,10,1,3,8,8,5,3,8,8,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,3,1,2,3,1,1,2, ,2, ,2, ,2, ,1,60,2,2,2,2,2,1,2,4,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,90650,1,2
